SF-A-022;Sensirion;RMSE;MAE
-6.1875;-5.8857;2.7553201639754374;1.9996619018958772
-6.1875;-5.8286;2.7553201639754374;1.9996619018958772
-6.125;-5.8;2.7553201639754374;1.9996619018958772
-5.8125;-5.8;2.7553201639754374;1.9996619018958772
-5.375;-5.7143;2.7553201639754374;1.9996619018958772
-5.125;-5.6857;2.7553201639754374;1.9996619018958772
-5.0;-5.6571;2.7553201639754374;1.9996619018958772
-4.9375;-5.6571;2.7553201639754374;1.9996619018958772
-4.9375;-5.5714;2.7553201639754374;1.9996619018958772
-5.0625;-5.5143;2.7553201639754374;1.9996619018958772
-5.0;-5.4857;2.7553201639754374;1.9996619018958772
-4.9375;-5.4857;2.7553201639754374;1.9996619018958772
-5.0;-5.4571;2.7553201639754374;1.9996619018958772
-5.25;-5.4;2.7553201639754374;1.9996619018958772
-5.5;-5.3714;2.7553201639754374;1.9996619018958772
-5.3125;-5.3429;2.7553201639754374;1.9996619018958772
-4.875;-5.2571;2.7553201639754374;1.9996619018958772
-4.625;-5.2286;2.7553201639754374;1.9996619018958772
-4.4375;-5.2286;2.7553201639754374;1.9996619018958772
-4.1875;-5.2;2.7553201639754374;1.9996619018958772
-3.875;-5.2;2.7553201639754374;1.9996619018958772
-3.625;-5.1714;2.7553201639754374;1.9996619018958772
-3.5625;-5.1714;2.7553201639754374;1.9996619018958772
-3.5625;-5.1714;2.7553201639754374;1.9996619018958772
-3.5625;-5.1429;2.7553201639754374;1.9996619018958772
-3.6875;-5.2286;2.7553201639754374;1.9996619018958772
-4.0;-5.2286;2.7553201639754374;1.9996619018958772
-4.375;-5.2571;2.7553201639754374;1.9996619018958772
-4.5;-5.3429;2.7553201639754374;1.9996619018958772
-4.6875;-5.3714;2.7553201639754374;1.9996619018958772
-4.75;-5.5429;2.7553201639754374;1.9996619018958772
-4.75;-5.6286;2.7553201639754374;1.9996619018958772
-5.125;-5.7714;2.7553201639754374;1.9996619018958772
-5.625;-5.9429;2.7553201639754374;1.9996619018958772
-6.0;-6.0571;2.7553201639754374;1.9996619018958772
-5.9375;-6.2857;2.7553201639754374;1.9996619018958772
-5.6875;-6.4571;2.7553201639754374;1.9996619018958772
-5.5625;-6.6286;2.7553201639754374;1.9996619018958772
-5.75;-6.8571;2.7553201639754374;1.9996619018958772
-6.0;-7.2;2.7553201639754374;1.9996619018958772
-6.25;-7.4286;2.7553201639754374;1.9996619018958772
-6.625;-7.6857;2.7553201639754374;1.9996619018958772
-6.9375;-7.9714;2.7553201639754374;1.9996619018958772
-7.25;-8.3429;2.7553201639754374;1.9996619018958772
-7.625;-8.7143;2.7553201639754374;1.9996619018958772
-8.0;-9.0571;2.7553201639754374;1.9996619018958772
-8.3125;-9.4571;2.7553201639754374;1.9996619018958772
-8.5625;-9.8857;2.7553201639754374;1.9996619018958772
-8.875;-10.3143;2.7553201639754374;1.9996619018958772
-9.3125;-10.7429;2.7553201639754374;1.9996619018958772
-9.8125;-11.2;2.7553201639754374;1.9996619018958772
-10.1875;-11.7143;2.7553201639754374;1.9996619018958772
-10.4375;-12.1714;2.7553201639754374;1.9996619018958772
-10.5625;-12.7143;2.7553201639754374;1.9996619018958772
-10.625;-13.2857;2.7553201639754374;1.9996619018958772
-10.5625;-13.8;2.7553201639754374;1.9996619018958772
-10.5625;-14.3714;2.7553201639754374;1.9996619018958772
-10.625;-14.9143;2.7553201639754374;1.9996619018958772
-11.125;-15.5714;2.7553201639754374;1.9996619018958772
-12.375;-16.1143;2.7553201639754374;1.9996619018958772
-13.9375;-16.7714;2.7553201639754374;1.9996619018958772
-15.1875;-17.3714;2.7553201639754374;1.9996619018958772
-16.0625;-18.0;2.7553201639754374;1.9996619018958772
-16.8125;-18.7143;2.7553201639754374;1.9996619018958772
-17.5625;-19.3714;2.7553201639754374;1.9996619018958772
