TSI;Sensirion;RMSE;MAE
99.26;-93.7143;95.30234126499015;56.589555569345336
98.53;-94.2571;95.30234126499015;56.589555569345336
97.89;-93.4286;95.30234126499015;56.589555569345336
97.64;-94.2571;95.30234126499015;56.589555569345336
97.19;-94.0571;95.30234126499015;56.589555569345336
97.36;-93.8286;95.30234126499015;56.589555569345336
97.69;-94.3429;95.30234126499015;56.589555569345336
97.63;-93.1429;95.30234126499015;56.589555569345336
97.56;-93.2286;95.30234126499015;56.589555569345336
97.24;-93.0571;95.30234126499015;56.589555569345336
96.79;-91.9143;95.30234126499015;56.589555569345336
96.11;-93.0;95.30234126499015;56.589555569345336
96.0;-92.0857;95.30234126499015;56.589555569345336
95.48;-92.8571;95.30234126499015;56.589555569345336
95.0;-93.0857;95.30234126499015;56.589555569345336
95.3;-92.5429;95.30234126499015;56.589555569345336
95.04;-92.0571;95.30234126499015;56.589555569345336
95.07;-91.8857;95.30234126499015;56.589555569345336
94.61;-90.1714;95.30234126499015;56.589555569345336
94.4;-90.6857;95.30234126499015;56.589555569345336
94.4;-91.4857;95.30234126499015;56.589555569345336
94.34;-90.5143;95.30234126499015;56.589555569345336
94.22;-89.9429;95.30234126499015;56.589555569345336
94.14;-90.6;95.30234126499015;56.589555569345336
93.46;-89.9714;95.30234126499015;56.589555569345336
93.47;-90.2;95.30234126499015;56.589555569345336
93.28;-89.2571;95.30234126499015;56.589555569345336
93.34;-88.8571;95.30234126499015;56.589555569345336
92.3;-88.3429;95.30234126499015;56.589555569345336
92.34;-89.4286;95.30234126499015;56.589555569345336
91.84;-88.3143;95.30234126499015;56.589555569345336
91.76;-88.5429;95.30234126499015;56.589555569345336
91.41;-88.4857;95.30234126499015;56.589555569345336
91.86;-88.2286;95.30234126499015;56.589555569345336
91.27;-88.4;95.30234126499015;56.589555569345336
91.62;-88.6857;95.30234126499015;56.589555569345336
92.03;-88.6286;95.30234126499015;56.589555569345336
91.99;-88.8;95.30234126499015;56.589555569345336
91.25;-87.8857;95.30234126499015;56.589555569345336
90.64;-88.0857;95.30234126499015;56.589555569345336
89.9;-87.7429;95.30234126499015;56.589555569345336
90.59;-87.4;95.30234126499015;56.589555569345336
90.69;-87.1714;95.30234126499015;56.589555569345336
90.79;-87.3429;95.30234126499015;56.589555569345336
90.42;-86.5429;95.30234126499015;56.589555569345336
89.86;-87.4286;95.30234126499015;56.589555569345336
89.68;-86.1429;95.30234126499015;56.589555569345336
89.35;-87.4286;95.30234126499015;56.589555569345336
89.35;-86.6571;95.30234126499015;56.589555569345336
89.05;-86.4571;95.30234126499015;56.589555569345336
89.22;-86.4;95.30234126499015;56.589555569345336
89.15;-85.7143;95.30234126499015;56.589555569345336
89.1;-85.8286;95.30234126499015;56.589555569345336
88.65;-85.8286;95.30234126499015;56.589555569345336
88.25;-86.0286;95.30234126499015;56.589555569345336
87.93;-85.5429;95.30234126499015;56.589555569345336
87.84;-84.8857;95.30234126499015;56.589555569345336
87.6;-85.3714;95.30234126499015;56.589555569345336
87.51;-85.4;95.30234126499015;56.589555569345336
87.14;-84.6571;95.30234126499015;56.589555569345336
87.08;-84.6286;95.30234126499015;56.589555569345336
87.16;-84.4;95.30234126499015;56.589555569345336
87.26;-84.3429;95.30234126499015;56.589555569345336
86.97;-84.6286;95.30234126499015;56.589555569345336
86.77;-83.8857;95.30234126499015;56.589555569345336
86.0;-83.7143;95.30234126499015;56.589555569345336
86.07;-83.9429;95.30234126499015;56.589555569345336
86.2;-82.6;95.30234126499015;56.589555569345336
86.04;-82.6857;95.30234126499015;56.589555569345336
85.87;-82.1714;95.30234126499015;56.589555569345336
85.8;-83.1714;95.30234126499015;56.589555569345336
85.96;-82.9143;95.30234126499015;56.589555569345336
85.53;-83.4857;95.30234126499015;56.589555569345336
85.38;-82.6857;95.30234126499015;56.589555569345336
85.16;-81.7143;95.30234126499015;56.589555569345336
84.83;-82.0;95.30234126499015;56.589555569345336
84.6;-82.1143;95.30234126499015;56.589555569345336
84.72;-81.8857;95.30234126499015;56.589555569345336
84.2;-81.2857;95.30234126499015;56.589555569345336
83.85;-81.2286;95.30234126499015;56.589555569345336
83.38;-81.1714;95.30234126499015;56.589555569345336
83.26;-80.4857;95.30234126499015;56.589555569345336
83.33;-81.2;95.30234126499015;56.589555569345336
82.8;-80.5143;95.30234126499015;56.589555569345336
82.8;-81.5714;95.30234126499015;56.589555569345336
83.29;-80.8571;95.30234126499015;56.589555569345336
83.49;-80.5143;95.30234126499015;56.589555569345336
83.24;-80.0857;95.30234126499015;56.589555569345336
82.73;-79.6;95.30234126499015;56.589555569345336
82.21;-79.2857;95.30234126499015;56.589555569345336
82.26;-79.4286;95.30234126499015;56.589555569345336
82.13;-78.6571;95.30234126499015;56.589555569345336
82.14;-78.6857;95.30234126499015;56.589555569345336
81.67;-79.4286;95.30234126499015;56.589555569345336
81.51;-79.5429;95.30234126499015;56.589555569345336
81.13;-79.9429;95.30234126499015;56.589555569345336
81.43;-79.9714;95.30234126499015;56.589555569345336
81.53;-80.0286;95.30234126499015;56.589555569345336
81.48;-79.5714;95.30234126499015;56.589555569345336
81.11;-78.1143;95.30234126499015;56.589555569345336
80.75;-78.3143;95.30234126499015;56.589555569345336
80.86;-76.6857;95.30234126499015;56.589555569345336
80.37;-77.0857;95.30234126499015;56.589555569345336
80.3;-76.9143;95.30234126499015;56.589555569345336
79.82;-77.4857;95.30234126499015;56.589555569345336
80.22;-77.4286;95.30234126499015;56.589555569345336
79.95;-77.4857;95.30234126499015;56.589555569345336
79.26;-76.8;95.30234126499015;56.589555569345336
79.31;-77.2857;95.30234126499015;56.589555569345336
79.41;-76.9143;95.30234126499015;56.589555569345336
79.35;-77.6286;95.30234126499015;56.589555569345336
79.12;-76.9143;95.30234126499015;56.589555569345336
78.56;-76.1429;95.30234126499015;56.589555569345336
78.48;-76.7143;95.30234126499015;56.589555569345336
78.31;-76.0857;95.30234126499015;56.589555569345336
78.51;-75.9429;95.30234126499015;56.589555569345336
78.47;-75.8286;95.30234126499015;56.589555569345336
78.18;-75.2857;95.30234126499015;56.589555569345336
77.91;-74.8571;95.30234126499015;56.589555569345336
77.25;-75.4286;95.30234126499015;56.589555569345336
77.1;-75.3429;95.30234126499015;56.589555569345336
77.34;-75.4286;95.30234126499015;56.589555569345336
77.5;-75.0286;95.30234126499015;56.589555569345336
77.11;-74.5429;95.30234126499015;56.589555569345336
77.33;-74.2571;95.30234126499015;56.589555569345336
77.17;-74.7714;95.30234126499015;56.589555569345336
77.1;-74.6;95.30234126499015;56.589555569345336
77.11;-74.0857;95.30234126499015;56.589555569345336
76.79;-73.9429;95.30234126499015;56.589555569345336
76.87;-73.4571;95.30234126499015;56.589555569345336
76.3;-73.5714;95.30234126499015;56.589555569345336
76.35;-73.1429;95.30234126499015;56.589555569345336
75.98;-73.8286;95.30234126499015;56.589555569345336
75.83;-73.5714;95.30234126499015;56.589555569345336
75.58;-73.5143;95.30234126499015;56.589555569345336
75.4;-73.2;95.30234126499015;56.589555569345336
75.34;-72.7714;95.30234126499015;56.589555569345336
75.5;-73.1429;95.30234126499015;56.589555569345336
75.49;-73.3429;95.30234126499015;56.589555569345336
75.39;-72.4857;95.30234126499015;56.589555569345336
75.27;-72.8857;95.30234126499015;56.589555569345336
74.75;-72.2571;95.30234126499015;56.589555569345336
74.32;-72.1714;95.30234126499015;56.589555569345336
74.34;-72.3429;95.30234126499015;56.589555569345336
74.51;-71.7143;95.30234126499015;56.589555569345336
74.3;-72.3429;95.30234126499015;56.589555569345336
73.91;-71.6857;95.30234126499015;56.589555569345336
73.69;-71.3143;95.30234126499015;56.589555569345336
73.77;-71.1714;95.30234126499015;56.589555569345336
73.71;-71.6286;95.30234126499015;56.589555569345336
73.15;-72.0;95.30234126499015;56.589555569345336
73.25;-71.5143;95.30234126499015;56.589555569345336
73.46;-71.1143;95.30234126499015;56.589555569345336
73.37;-70.3143;95.30234126499015;56.589555569345336
73.1;-70.2857;95.30234126499015;56.589555569345336
72.95;-70.3143;95.30234126499015;56.589555569345336
72.53;-70.2857;95.30234126499015;56.589555569345336
72.59;-69.8857;95.30234126499015;56.589555569345336
72.33;-69.6857;95.30234126499015;56.589555569345336
72.46;-70.4857;95.30234126499015;56.589555569345336
72.24;-70.3143;95.30234126499015;56.589555569345336
71.92;-69.7143;95.30234126499015;56.589555569345336
71.5;-69.0;95.30234126499015;56.589555569345336
71.71;-68.7714;95.30234126499015;56.589555569345336
71.79;-69.3429;95.30234126499015;56.589555569345336
71.59;-69.0571;95.30234126499015;56.589555569345336
71.7;-69.3429;95.30234126499015;56.589555569345336
71.41;-68.7143;95.30234126499015;56.589555569345336
71.16;-68.8857;95.30234126499015;56.589555569345336
70.92;-68.5429;95.30234126499015;56.589555569345336
70.67;-68.4286;95.30234126499015;56.589555569345336
70.78;-68.7143;95.30234126499015;56.589555569345336
70.88;-68.1429;95.30234126499015;56.589555569345336
70.74;-67.9143;95.30234126499015;56.589555569345336
70.73;-67.3143;95.30234126499015;56.589555569345336
70.82;-67.5714;95.30234126499015;56.589555569345336
70.35;-67.3429;95.30234126499015;56.589555569345336
69.92;-67.4286;95.30234126499015;56.589555569345336
69.32;-67.7429;95.30234126499015;56.589555569345336
69.18;-67.6571;95.30234126499015;56.589555569345336
69.22;-67.4571;95.30234126499015;56.589555569345336
69.39;-66.9143;95.30234126499015;56.589555569345336
69.47;-67.3143;95.30234126499015;56.589555569345336
69.48;-66.9714;95.30234126499015;56.589555569345336
69.47;-67.4;95.30234126499015;56.589555569345336
68.91;-66.7714;95.30234126499015;56.589555569345336
69.01;-66.6286;95.30234126499015;56.589555569345336
68.85;-66.6857;95.30234126499015;56.589555569345336
68.59;-66.7714;95.30234126499015;56.589555569345336
68.35;-66.8286;95.30234126499015;56.589555569345336
68.54;-65.8;95.30234126499015;56.589555569345336
68.3;-66.1429;95.30234126499015;56.589555569345336
67.99;-65.9143;95.30234126499015;56.589555569345336
68.16;-65.9429;95.30234126499015;56.589555569345336
68.14;-65.6;95.30234126499015;56.589555569345336
67.85;-65.5143;95.30234126499015;56.589555569345336
67.46;-65.6571;95.30234126499015;56.589555569345336
67.53;-65.4;95.30234126499015;56.589555569345336
67.3;-65.4286;95.30234126499015;56.589555569345336
66.99;-65.3143;95.30234126499015;56.589555569345336
66.95;-65.2571;95.30234126499015;56.589555569345336
67.01;-64.4286;95.30234126499015;56.589555569345336
67.11;-64.3429;95.30234126499015;56.589555569345336
66.77;-64.4286;95.30234126499015;56.589555569345336
66.26;-64.7714;95.30234126499015;56.589555569345336
66.25;-65.0857;95.30234126499015;56.589555569345336
66.38;-64.2571;95.30234126499015;56.589555569345336
66.14;-64.4571;95.30234126499015;56.589555569345336
65.78;-64.3714;95.30234126499015;56.589555569345336
66.25;-64.3143;95.30234126499015;56.589555569345336
65.89;-63.8;95.30234126499015;56.589555569345336
66.19;-63.1429;95.30234126499015;56.589555569345336
66.02;-63.9429;95.30234126499015;56.589555569345336
65.72;-63.7714;95.30234126499015;56.589555569345336
65.45;-63.3143;95.30234126499015;56.589555569345336
65.08;-63.3429;95.30234126499015;56.589555569345336
65.1;-63.1143;95.30234126499015;56.589555569345336
64.99;-62.9143;95.30234126499015;56.589555569345336
64.94;-62.3143;95.30234126499015;56.589555569345336
64.6;-62.4286;95.30234126499015;56.589555569345336
64.28;-62.7143;95.30234126499015;56.589555569345336
64.41;-62.8;95.30234126499015;56.589555569345336
64.29;-62.6286;95.30234126499015;56.589555569345336
64.05;-62.4286;95.30234126499015;56.589555569345336
64.33;-62.0286;95.30234126499015;56.589555569345336
64.22;-61.9143;95.30234126499015;56.589555569345336
64.13;-62.0571;95.30234126499015;56.589555569345336
64.11;-62.1429;95.30234126499015;56.589555569345336
63.91;-61.5429;95.30234126499015;56.589555569345336
63.86;-61.5429;95.30234126499015;56.589555569345336
63.7;-62.0571;95.30234126499015;56.589555569345336
63.56;-61.7143;95.30234126499015;56.589555569345336
63.26;-61.4571;95.30234126499015;56.589555569345336
63.23;-61.6857;95.30234126499015;56.589555569345336
63.29;-61.4571;95.30234126499015;56.589555569345336
63.04;-61.2;95.30234126499015;56.589555569345336
62.5;-61.0571;95.30234126499015;56.589555569345336
62.33;-60.8286;95.30234126499015;56.589555569345336
62.56;-60.4857;95.30234126499015;56.589555569345336
62.52;-60.2;95.30234126499015;56.589555569345336
62.43;-60.3143;95.30234126499015;56.589555569345336
62.45;-60.0857;95.30234126499015;56.589555569345336
62.13;-59.4;95.30234126499015;56.589555569345336
61.97;-59.6571;95.30234126499015;56.589555569345336
61.9;-59.9143;95.30234126499015;56.589555569345336
61.93;-59.7143;95.30234126499015;56.589555569345336
61.72;-60.1429;95.30234126499015;56.589555569345336
61.6;-60.2857;95.30234126499015;56.589555569345336
61.44;-59.6571;95.30234126499015;56.589555569345336
61.32;-59.9429;95.30234126499015;56.589555569345336
61.49;-59.5714;95.30234126499015;56.589555569345336
61.23;-59.2571;95.30234126499015;56.589555569345336
60.97;-59.0;95.30234126499015;56.589555569345336
60.94;-59.4286;95.30234126499015;56.589555569345336
60.8;-59.2;95.30234126499015;56.589555569345336
60.8;-58.8857;95.30234126499015;56.589555569345336
60.74;-59.0571;95.30234126499015;56.589555569345336
60.35;-58.9429;95.30234126499015;56.589555569345336
60.33;-58.5714;95.30234126499015;56.589555569345336
60.16;-58.5714;95.30234126499015;56.589555569345336
60.08;-58.7714;95.30234126499015;56.589555569345336
60.03;-58.0857;95.30234126499015;56.589555569345336
60.11;-58.4;95.30234126499015;56.589555569345336
60.09;-58.1429;95.30234126499015;56.589555569345336
60.01;-57.6286;95.30234126499015;56.589555569345336
59.89;-57.8857;95.30234126499015;56.589555569345336
59.77;-58.1143;95.30234126499015;56.589555569345336
59.57;-57.6;95.30234126499015;56.589555569345336
59.42;-57.7714;95.30234126499015;56.589555569345336
59.36;-57.8;95.30234126499015;56.589555569345336
59.33;-57.4286;95.30234126499015;56.589555569345336
59.38;-57.4;95.30234126499015;56.589555569345336
58.89;-57.4;95.30234126499015;56.589555569345336
58.86;-56.9429;95.30234126499015;56.589555569345336
58.68;-57.0286;95.30234126499015;56.589555569345336
58.46;-56.9714;95.30234126499015;56.589555569345336
58.15;-56.4286;95.30234126499015;56.589555569345336
58.26;-56.6286;95.30234126499015;56.589555569345336
58.29;-56.6857;95.30234126499015;56.589555569345336
58.34;-55.8286;95.30234126499015;56.589555569345336
58.08;-56.6;95.30234126499015;56.589555569345336
58.06;-56.6;95.30234126499015;56.589555569345336
58.24;-56.4286;95.30234126499015;56.589555569345336
57.87;-56.1429;95.30234126499015;56.589555569345336
57.69;-56.0286;95.30234126499015;56.589555569345336
57.56;-55.4286;95.30234126499015;56.589555569345336
57.64;-56.2286;95.30234126499015;56.589555569345336
57.67;-55.6857;95.30234126499015;56.589555569345336
57.5;-55.7429;95.30234126499015;56.589555569345336
57.39;-55.8857;95.30234126499015;56.589555569345336
57.26;-55.3143;95.30234126499015;56.589555569345336
57.28;-55.2857;95.30234126499015;56.589555569345336
57.33;-55.3143;95.30234126499015;56.589555569345336
57.0;-55.3143;95.30234126499015;56.589555569345336
56.71;-54.9714;95.30234126499015;56.589555569345336
56.87;-55.3143;95.30234126499015;56.589555569345336
56.94;-54.4571;95.30234126499015;56.589555569345336
56.58;-54.7429;95.30234126499015;56.589555569345336
56.28;-54.8571;95.30234126499015;56.589555569345336
56.09;-54.6286;95.30234126499015;56.589555569345336
56.15;-54.7143;95.30234126499015;56.589555569345336
56.0;-54.6;95.30234126499015;56.589555569345336
55.83;-54.2286;95.30234126499015;56.589555569345336
55.9;-54.4857;95.30234126499015;56.589555569345336
55.86;-54.0;95.30234126499015;56.589555569345336
55.87;-54.3714;95.30234126499015;56.589555569345336
55.61;-54.4571;95.30234126499015;56.589555569345336
55.43;-53.8857;95.30234126499015;56.589555569345336
55.28;-53.8286;95.30234126499015;56.589555569345336
55.25;-53.8;95.30234126499015;56.589555569345336
55.53;-53.3429;95.30234126499015;56.589555569345336
55.24;-53.9143;95.30234126499015;56.589555569345336
54.92;-53.5714;95.30234126499015;56.589555569345336
55.05;-53.4571;95.30234126499015;56.589555569345336
55.0;-53.7143;95.30234126499015;56.589555569345336
54.64;-53.2;95.30234126499015;56.589555569345336
54.47;-53.3143;95.30234126499015;56.589555569345336
54.59;-53.0;95.30234126499015;56.589555569345336
54.57;-52.8286;95.30234126499015;56.589555569345336
54.59;-52.6857;95.30234126499015;56.589555569345336
54.33;-52.6286;95.30234126499015;56.589555569345336
54.35;-52.7429;95.30234126499015;56.589555569345336
54.17;-52.5429;95.30234126499015;56.589555569345336
53.94;-52.1429;95.30234126499015;56.589555569345336
53.94;-52.3429;95.30234126499015;56.589555569345336
53.8;-51.7143;95.30234126499015;56.589555569345336
54.0;-52.0;95.30234126499015;56.589555569345336
53.67;-51.8857;95.30234126499015;56.589555569345336
53.35;-51.5714;95.30234126499015;56.589555569345336
53.18;-51.7714;95.30234126499015;56.589555569345336
52.87;-51.1429;95.30234126499015;56.589555569345336
53.06;-51.5429;95.30234126499015;56.589555569345336
52.93;-51.8571;95.30234126499015;56.589555569345336
52.7;-51.2286;95.30234126499015;56.589555569345336
52.47;-51.2571;95.30234126499015;56.589555569345336
52.59;-51.0;95.30234126499015;56.589555569345336
52.66;-50.7429;95.30234126499015;56.589555569345336
52.51;-51.0286;95.30234126499015;56.589555569345336
52.31;-50.5714;95.30234126499015;56.589555569345336
52.12;-51.4286;95.30234126499015;56.589555569345336
52.1;-50.8857;95.30234126499015;56.589555569345336
52.05;-50.7714;95.30234126499015;56.589555569345336
51.91;-50.7714;95.30234126499015;56.589555569345336
51.86;-50.6;95.30234126499015;56.589555569345336
51.64;-50.7714;95.30234126499015;56.589555569345336
51.74;-50.1714;95.30234126499015;56.589555569345336
51.79;-50.4857;95.30234126499015;56.589555569345336
51.96;-50.6857;95.30234126499015;56.589555569345336
51.85;-49.9143;95.30234126499015;56.589555569345336
51.5;-50.5143;95.30234126499015;56.589555569345336
51.31;-49.6571;95.30234126499015;56.589555569345336
51.41;-49.7714;95.30234126499015;56.589555569345336
51.46;-49.4571;95.30234126499015;56.589555569345336
51.48;-49.5429;95.30234126499015;56.589555569345336
51.49;-49.8;95.30234126499015;56.589555569345336
51.32;-49.4857;95.30234126499015;56.589555569345336
50.84;-49.8857;95.30234126499015;56.589555569345336
50.68;-49.2857;95.30234126499015;56.589555569345336
50.45;-49.3714;95.30234126499015;56.589555569345336
50.24;-49.1429;95.30234126499015;56.589555569345336
50.31;-49.1714;95.30234126499015;56.589555569345336
50.45;-49.5143;95.30234126499015;56.589555569345336
50.32;-48.8;95.30234126499015;56.589555569345336
50.08;-49.1714;95.30234126499015;56.589555569345336
49.83;-48.7143;95.30234126499015;56.589555569345336
49.91;-48.2571;95.30234126499015;56.589555569345336
50.11;-48.5714;95.30234126499015;56.589555569345336
50.14;-48.1143;95.30234126499015;56.589555569345336
49.92;-48.5714;95.30234126499015;56.589555569345336
49.68;-47.8857;95.30234126499015;56.589555569345336
49.45;-48.4286;95.30234126499015;56.589555569345336
49.34;-47.8571;95.30234126499015;56.589555569345336
49.34;-48.1143;95.30234126499015;56.589555569345336
49.18;-47.8;95.30234126499015;56.589555569345336
49.06;-47.4;95.30234126499015;56.589555569345336
48.92;-47.9714;95.30234126499015;56.589555569345336
48.73;-47.4857;95.30234126499015;56.589555569345336
48.74;-47.8857;95.30234126499015;56.589555569345336
48.84;-47.0857;95.30234126499015;56.589555569345336
48.75;-47.4571;95.30234126499015;56.589555569345336
48.59;-46.9429;95.30234126499015;56.589555569345336
48.54;-47.0;95.30234126499015;56.589555569345336
48.52;-47.1143;95.30234126499015;56.589555569345336
48.21;-46.6;95.30234126499015;56.589555569345336
47.83;-46.8286;95.30234126499015;56.589555569345336
47.69;-46.6;95.30234126499015;56.589555569345336
47.99;-46.7714;95.30234126499015;56.589555569345336
47.67;-46.4571;95.30234126499015;56.589555569345336
47.83;-46.4286;95.30234126499015;56.589555569345336
47.63;-46.1429;95.30234126499015;56.589555569345336
47.66;-46.3143;95.30234126499015;56.589555569345336
47.5;-46.0286;95.30234126499015;56.589555569345336
47.32;-46.1429;95.30234126499015;56.589555569345336
47.28;-46.0286;95.30234126499015;56.589555569345336
47.27;-45.6;95.30234126499015;56.589555569345336
47.2;-45.5429;95.30234126499015;56.589555569345336
46.92;-45.1714;95.30234126499015;56.589555569345336
47.0;-45.5714;95.30234126499015;56.589555569345336
46.96;-45.2286;95.30234126499015;56.589555569345336
46.66;-45.6;95.30234126499015;56.589555569345336
46.44;-45.3143;95.30234126499015;56.589555569345336
46.42;-45.2286;95.30234126499015;56.589555569345336
46.6;-45.1714;95.30234126499015;56.589555569345336
46.21;-44.8857;95.30234126499015;56.589555569345336
46.3;-45.1429;95.30234126499015;56.589555569345336
46.31;-45.0286;95.30234126499015;56.589555569345336
46.16;-45.0857;95.30234126499015;56.589555569345336
45.9;-44.7429;95.30234126499015;56.589555569345336
46.01;-45.0571;95.30234126499015;56.589555569345336
45.86;-44.6286;95.30234126499015;56.589555569345336
45.89;-44.8;95.30234126499015;56.589555569345336
45.46;-44.0571;95.30234126499015;56.589555569345336
45.7;-44.5714;95.30234126499015;56.589555569345336
45.72;-44.1714;95.30234126499015;56.589555569345336
45.46;-44.2286;95.30234126499015;56.589555569345336
45.49;-44.4571;95.30234126499015;56.589555569345336
45.19;-44.1429;95.30234126499015;56.589555569345336
45.08;-44.2;95.30234126499015;56.589555569345336
45.08;-44.0857;95.30234126499015;56.589555569345336
44.94;-44.0857;95.30234126499015;56.589555569345336
44.98;-43.6286;95.30234126499015;56.589555569345336
44.89;-43.8571;95.30234126499015;56.589555569345336
44.87;-43.5143;95.30234126499015;56.589555569345336
44.74;-43.6286;95.30234126499015;56.589555569345336
44.86;-43.2286;95.30234126499015;56.589555569345336
44.83;-43.4857;95.30234126499015;56.589555569345336
44.79;-43.2286;95.30234126499015;56.589555569345336
44.59;-43.4286;95.30234126499015;56.589555569345336
44.46;-43.0286;95.30234126499015;56.589555569345336
44.57;-43.0286;95.30234126499015;56.589555569345336
44.11;-42.6286;95.30234126499015;56.589555569345336
44.09;-43.0;95.30234126499015;56.589555569345336
44.17;-42.7714;95.30234126499015;56.589555569345336
44.06;-42.8286;95.30234126499015;56.589555569345336
43.89;-42.6857;95.30234126499015;56.589555569345336
43.72;-42.8857;95.30234126499015;56.589555569345336
43.59;-42.4571;95.30234126499015;56.589555569345336
43.66;-42.7714;95.30234126499015;56.589555569345336
43.59;-42.2857;95.30234126499015;56.589555569345336
43.33;-42.4571;95.30234126499015;56.589555569345336
43.34;-41.9429;95.30234126499015;56.589555569345336
43.41;-42.2286;95.30234126499015;56.589555569345336
43.35;-42.0;95.30234126499015;56.589555569345336
43.33;-41.9429;95.30234126499015;56.589555569345336
43.05;-41.7429;95.30234126499015;56.589555569345336
43.11;-41.9143;95.30234126499015;56.589555569345336
42.92;-41.5429;95.30234126499015;56.589555569345336
43.06;-41.8286;95.30234126499015;56.589555569345336
42.84;-41.6857;95.30234126499015;56.589555569345336
42.72;-41.8571;95.30234126499015;56.589555569345336
42.79;-41.6857;95.30234126499015;56.589555569345336
42.78;-41.5143;95.30234126499015;56.589555569345336
42.61;-41.4286;95.30234126499015;56.589555569345336
42.53;-41.6571;95.30234126499015;56.589555569345336
42.56;-41.3429;95.30234126499015;56.589555569345336
42.42;-41.2;95.30234126499015;56.589555569345336
42.65;-40.9429;95.30234126499015;56.589555569345336
42.41;-41.0286;95.30234126499015;56.589555569345336
42.31;-40.8857;95.30234126499015;56.589555569345336
42.14;-40.8857;95.30234126499015;56.589555569345336
41.94;-40.5143;95.30234126499015;56.589555569345336
41.82;-40.8286;95.30234126499015;56.589555569345336
41.63;-40.4857;95.30234126499015;56.589555569345336
41.48;-40.8;95.30234126499015;56.589555569345336
41.44;-40.3143;95.30234126499015;56.589555569345336
41.47;-40.7429;95.30234126499015;56.589555569345336
41.22;-40.0571;95.30234126499015;56.589555569345336
40.77;-40.3714;95.30234126499015;56.589555569345336
40.83;-40.0;95.30234126499015;56.589555569345336
40.74;-39.8286;95.30234126499015;56.589555569345336
40.6;-39.6286;95.30234126499015;56.589555569345336
40.54;-39.8857;95.30234126499015;56.589555569345336
40.36;-39.6;95.30234126499015;56.589555569345336
40.64;-39.5143;95.30234126499015;56.589555569345336
40.79;-39.3714;95.30234126499015;56.589555569345336
40.23;-39.5714;95.30234126499015;56.589555569345336
40.18;-39.5143;95.30234126499015;56.589555569345336
40.23;-39.3429;95.30234126499015;56.589555569345336
40.17;-39.3143;95.30234126499015;56.589555569345336
40.13;-39.2571;95.30234126499015;56.589555569345336
39.84;-39.2;95.30234126499015;56.589555569345336
39.78;-39.1714;95.30234126499015;56.589555569345336
40.01;-39.0286;95.30234126499015;56.589555569345336
39.67;-38.8571;95.30234126499015;56.589555569345336
39.51;-38.8857;95.30234126499015;56.589555569345336
39.63;-38.6286;95.30234126499015;56.589555569345336
39.66;-38.6;95.30234126499015;56.589555569345336
39.51;-38.3714;95.30234126499015;56.589555569345336
39.55;-38.4571;95.30234126499015;56.589555569345336
39.2;-38.2;95.30234126499015;56.589555569345336
39.02;-38.4571;95.30234126499015;56.589555569345336
38.91;-38.2;95.30234126499015;56.589555569345336
38.81;-38.3143;95.30234126499015;56.589555569345336
38.92;-38.2571;95.30234126499015;56.589555569345336
38.83;-38.0571;95.30234126499015;56.589555569345336
38.73;-37.8571;95.30234126499015;56.589555569345336
38.48;-37.8;95.30234126499015;56.589555569345336
38.43;-37.7429;95.30234126499015;56.589555569345336
38.32;-37.4857;95.30234126499015;56.589555569345336
38.43;-37.7429;95.30234126499015;56.589555569345336
38.34;-37.4;95.30234126499015;56.589555569345336
38.24;-37.5714;95.30234126499015;56.589555569345336
38.18;-37.5429;95.30234126499015;56.589555569345336
38.09;-37.3143;95.30234126499015;56.589555569345336
38.2;-37.3143;95.30234126499015;56.589555569345336
38.19;-37.1714;95.30234126499015;56.589555569345336
37.74;-37.4286;95.30234126499015;56.589555569345336
37.98;-37.0286;95.30234126499015;56.589555569345336
37.76;-37.3143;95.30234126499015;56.589555569345336
37.62;-36.9143;95.30234126499015;56.589555569345336
37.63;-37.0;95.30234126499015;56.589555569345336
37.65;-36.8571;95.30234126499015;56.589555569345336
37.65;-36.8571;95.30234126499015;56.589555569345336
37.66;-36.6857;95.30234126499015;56.589555569345336
37.46;-36.6;95.30234126499015;56.589555569345336
37.36;-36.6571;95.30234126499015;56.589555569345336
37.24;-36.3143;95.30234126499015;56.589555569345336
37.33;-36.2571;95.30234126499015;56.589555569345336
37.22;-36.1714;95.30234126499015;56.589555569345336
37.1;-36.1714;95.30234126499015;56.589555569345336
36.9;-36.0857;95.30234126499015;56.589555569345336
36.89;-36.0857;95.30234126499015;56.589555569345336
36.87;-36.0571;95.30234126499015;56.589555569345336
36.91;-35.9714;95.30234126499015;56.589555569345336
36.67;-35.7714;95.30234126499015;56.589555569345336
36.59;-35.5714;95.30234126499015;56.589555569345336
36.49;-35.8;95.30234126499015;56.589555569345336
36.41;-35.7429;95.30234126499015;56.589555569345336
36.28;-35.6571;95.30234126499015;56.589555569345336
36.44;-35.5714;95.30234126499015;56.589555569345336
36.47;-35.4857;95.30234126499015;56.589555569345336
36.27;-35.4857;95.30234126499015;56.589555569345336
36.2;-35.4;95.30234126499015;56.589555569345336
36.22;-35.2857;95.30234126499015;56.589555569345336
36.06;-35.3143;95.30234126499015;56.589555569345336
36.01;-35.3429;95.30234126499015;56.589555569345336
35.9;-35.0286;95.30234126499015;56.589555569345336
35.85;-35.0286;95.30234126499015;56.589555569345336
35.66;-35.0;95.30234126499015;56.589555569345336
35.48;-34.6857;95.30234126499015;56.589555569345336
